               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 166,            0.015779,            0.004069,                   0,             0.99423,             0.99833,             0.99332,              0.8478,            0.012778,             0.00369,                   0,           0.0018325,           0.0018325,           0.0018325
                 167,            0.015767,           0.0041132,                   0,             0.99402,             0.99864,             0.99339,             0.84955,            0.012739,           0.0036789,                   0,            0.001783,            0.001783,            0.001783
                 168,             0.01589,           0.0040148,                   0,             0.99358,             0.99833,              0.9934,             0.84988,            0.012713,           0.0036715,                   0,           0.0017335,           0.0017335,           0.0017335
                 169,            0.015709,           0.0039865,                   0,             0.99369,              0.9981,              0.9934,             0.84997,            0.012665,           0.0036668,                   0,            0.001684,            0.001684,            0.001684
                 170,            0.015981,           0.0040943,                   0,             0.99369,             0.99831,             0.99343,              0.8499,            0.012637,           0.0036665,                   0,           0.0016345,           0.0016345,           0.0016345
                 171,            0.015814,           0.0040461,                   0,             0.99367,             0.99833,             0.99349,             0.85155,            0.012597,           0.0036551,                   0,            0.001585,            0.001585,            0.001585
                 172,            0.015823,           0.0039923,                   0,             0.99435,             0.99799,              0.9935,              0.8515,            0.012586,           0.0036522,                   0,           0.0015355,           0.0015355,           0.0015355
                 173,             0.01554,           0.0040122,                   0,             0.99435,             0.99768,             0.99355,             0.85246,            0.012561,           0.0036401,                   0,            0.001486,            0.001486,            0.001486
                 174,            0.015396,           0.0039298,                   0,             0.99446,             0.99766,             0.99355,             0.85295,            0.012554,             0.00363,                   0,           0.0014365,           0.0014365,           0.0014365
                 175,            0.015433,           0.0039493,                   0,             0.99401,             0.99734,             0.99352,             0.85323,            0.012532,           0.0036244,                   0,            0.001387,            0.001387,            0.001387
                 176,             0.01544,           0.0039692,                   0,             0.99369,             0.99805,              0.9936,             0.85371,              0.0125,           0.0036186,                   0,           0.0013375,           0.0013375,           0.0013375
                 177,            0.015226,            0.003943,                   0,             0.99435,             0.99762,             0.99356,             0.85422,            0.012448,           0.0036101,                   0,            0.001288,            0.001288,            0.001288
                 178,            0.015468,           0.0039183,                   0,             0.99431,             0.99766,             0.99351,             0.85631,            0.012394,           0.0035984,                   0,           0.0012385,           0.0012385,           0.0012385
                 179,            0.015081,           0.0040122,                   0,             0.99434,             0.99738,             0.99346,             0.85667,            0.012329,           0.0035862,                   0,            0.001189,            0.001189,            0.001189
                 180,            0.015288,           0.0038752,                   0,             0.99374,             0.99833,             0.99354,             0.85784,            0.012277,             0.00358,                   0,           0.0011395,           0.0011395,           0.0011395
                 181,            0.015366,           0.0039171,                   0,             0.99343,               0.998,             0.99352,             0.85827,            0.012239,           0.0035732,                   0,             0.00109,             0.00109,             0.00109
                 182,            0.015384,           0.0039802,                   0,             0.99369,             0.99823,             0.99354,             0.85834,            0.012194,           0.0035654,                   0,           0.0010405,           0.0010405,           0.0010405
                 183,            0.014961,           0.0039038,                   0,             0.99417,             0.99867,             0.99356,             0.85872,            0.012152,           0.0035595,                   0,            0.000991,            0.000991,            0.000991
                 184,             0.01491,           0.0038731,                   0,             0.99458,             0.99867,             0.99352,             0.85915,            0.012126,            0.003557,                   0,           0.0009415,           0.0009415,           0.0009415
                 185,            0.015341,           0.0038818,                   0,             0.99457,             0.99867,             0.99352,             0.85965,            0.012105,            0.003552,                   0,            0.000892,            0.000892,            0.000892
                 186,            0.014873,           0.0039025,                   0,             0.99424,             0.99833,             0.99345,             0.86005,             0.01207,           0.0035437,                   0,           0.0008425,           0.0008425,           0.0008425
                 187,            0.014865,           0.0039945,                   0,             0.99454,             0.99867,             0.99349,             0.86085,            0.012034,           0.0035384,                   0,            0.000793,            0.000793,            0.000793
                 188,            0.014878,           0.0038645,                   0,             0.99457,             0.99867,              0.9935,             0.86176,            0.012003,           0.0035346,                   0,           0.0007435,           0.0007435,           0.0007435
                 189,            0.014806,           0.0038432,                   0,             0.99428,             0.99833,             0.99353,             0.86279,             0.01198,           0.0035245,                   0,            0.000694,            0.000694,            0.000694
                 190,            0.014884,           0.0038704,                   0,             0.99428,             0.99833,             0.99357,             0.86297,            0.011963,           0.0035166,                   0,           0.0006445,           0.0006445,           0.0006445
                 191,            0.014829,           0.0038651,                   0,             0.99431,             0.99833,             0.99358,             0.86301,            0.011926,           0.0035069,                   0,            0.000595,            0.000595,            0.000595
                 192,            0.014665,           0.0039359,                   0,             0.99428,             0.99833,             0.99357,             0.86362,            0.011894,           0.0035027,                   0,           0.0005455,           0.0005455,           0.0005455
                 193,            0.014431,            0.003717,                   0,             0.99429,             0.99833,             0.99355,             0.86473,            0.011866,            0.003499,                   0,            0.000496,            0.000496,            0.000496
                 194,            0.014384,           0.0038335,                   0,             0.99461,             0.99867,              0.9936,             0.86523,            0.011839,           0.0034939,                   0,           0.0004465,           0.0004465,           0.0004465
                 195,            0.014209,            0.003894,                   0,             0.99461,             0.99867,             0.99362,             0.86515,            0.011826,           0.0034912,                   0,            0.000397,            0.000397,            0.000397
                 196,            0.014421,           0.0037903,                   0,             0.99454,             0.99867,             0.99365,             0.86581,            0.011801,            0.003485,                   0,           0.0003475,           0.0003475,           0.0003475
                 197,            0.014488,           0.0038692,                   0,             0.99444,             0.99867,             0.99367,             0.86693,            0.011782,           0.0034804,                   0,            0.000298,            0.000298,            0.000298
                 198,             0.01419,           0.0038607,                   0,             0.99446,             0.99867,             0.99369,             0.86632,            0.011767,           0.0034771,                   0,           0.0002485,           0.0002485,           0.0002485
                 199,            0.014541,           0.0038865,                   0,             0.99445,             0.99867,             0.99372,             0.86703,            0.011753,           0.0034745,                   0,            0.000199,            0.000199,            0.000199
